brand_id,brand_name,category,retailer_id,retailer_name,channel,region,product_acv,category_avg_acv,acv_gap_vs_category
30,Cloud Essentials,Personal Care,156,Neighborhood Wholesale (Malaysia),General Trade,SEA - Malaysia,51.0,61.4575000000000000,10.5
26,Prime Care,Personal Care,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,52.3,62.8356666666666667,10.5
47,Sunrise Refresh,Beverages,122,Community Retail Co-op (Saudi),General Trade,Gulf - Saudi,52.0,62.5236666666666667,10.5
26,Prime Care,Personal Care,67,GreenAisle (Tier 2/3),Grocery,India - Tier 2/3,52.3,62.8356666666666667,10.5
24,Spring Care,Personal Care,104,HopMart (UAE),Quick Commerce,Gulf - UAE,52.6,63.1394736842105263,10.5
23,Golden Skin,Personal Care,56,QuickDash #2 (Metro),Quick Commerce,India - Metro,52.2,62.6680000000000000,10.5
14,Golden Bubbles,Sparkling Water,12,MetroBazaar #2,Grocery,North America,52.6,63.0876190476190476,10.5
99,Fresh Cereal Co,Breakfast & Cereal,150,DashKart (Malaysia),Quick Commerce,SEA - Malaysia,52.1,62.5915625000000000,10.5
11,Silver Snacks,Salty Snacks,11,FreshMart #2,Grocery,North America,50.9,61.3621428571428571,10.5
99,Fresh Cereal Co,Breakfast & Cereal,146,DailyBasket (Malaysia),Grocery,SEA - Malaysia,52.2,62.5915625000000000,10.4
73,Blue Milk Co,Dairy,193,Local Trade Collective (Indonesia),General Trade,SEA - Indonesia,52.9,63.3287500000000000,10.4
83,Fresh Treats,Confectionery,72,ValueGrocer (Tier 2/3),Grocery,India - Tier 2/3,52.0,62.4378000000000000,10.4
55,Vivid Sip,Beverages,46,QuickDash (Metro),Quick Commerce,India - Metro,51.7,62.0715517241379310,10.4
13,Urban Bubbles,Sparkling Water,153,FlashCart (Malaysia),Quick Commerce,SEA - Malaysia,51.2,61.5825000000000000,10.4
20,Heritage Springs,Sparkling Water,62,Bazaar Wholesale (Metro),General Trade,India - Metro,51.6,61.9855603448275862,10.4
43,Coastal Table,Packaged Foods,39,PrimeGrocer (Metro),Grocery,India - Metro,51.9,62.2600000000000000,10.4
34,Bold Kitchen,Packaged Foods,160,MarketLink GT (Malaysia),General Trade,SEA - Malaysia,52.1,62.4881250000000000,10.4
63,Silver Household,Home Care,18,SaverClub #2,Club,North America,51.1,61.5100694444444444,10.4
21,Golden Fizz,Sparkling Water,48,DashKart (Metro),Quick Commerce,India - Metro,51.6,61.9855603448275862,10.4
61,Crunch Household,Home Care,52,NimbleMart (Metro),Quick Commerce,India - Metro,51.0,61.3740000000000000,10.4
11,Silver Snacks,Salty Snacks,31,GoStop #2,C-Store,North America,51.0,61.3621428571428571,10.4
44,Spring Pantry,Packaged Foods,90,FreshMart (UAE),Grocery,Gulf - UAE,52.6,63.0119318181818182,10.4
98,Coastal Mornings,Breakfast & Cereal,125,Sundry Traders Network (Saudi),General Trade,Gulf - Saudi,49.0,59.3711111111111111,10.4
74,Sunrise Milk Co,Dairy,70,SunriseMart (Tier 2/3),Grocery,India - Tier 2/3,52.2,62.6312000000000000,10.4
73,Blue Milk Co,Dairy,198,Bazaar Wholesale (Indonesia),General Trade,SEA - Indonesia,52.9,63.3287500000000000,10.4
75,Vivid Dairy,Dairy,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,52.2,62.6312000000000000,10.4
34,Bold Kitchen,Packaged Foods,152,HopMart (Malaysia),Quick Commerce,SEA - Malaysia,52.1,62.4881250000000000,10.4
34,Bold Kitchen,Packaged Foods,195,Neighborhood Wholesale (Indonesia),General Trade,SEA - Indonesia,54.2,64.6200000000000000,10.4
44,Spring Pantry,Packaged Foods,80,Sundry Traders Network (Tier 2/3),General Trade,India - Tier 2/3,51.5,61.8906000000000000,10.4
101,Everyday Tiny Care,Baby Care,130,PrimeGrocer (Qatar),Grocery,Gulf - Qatar,51.2,61.6466666666666667,10.4
21,Golden Fizz,Sparkling Water,45,ExpressStop (Metro),C-Store,India - Metro,51.6,61.9855603448275862,10.4
90,Prime Grains,Breakfast & Cereal,109,Neighborhood Wholesale (UAE),General Trade,Gulf - UAE,53.0,63.3928030303030303,10.4
35,Silver Table,Packaged Foods,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,51.5,61.8906000000000000,10.4
10,Silver Chips,Salty Snacks,112,FreshMart (Saudi),Grocery,Gulf - Saudi,51.9,62.3475000000000000,10.4
103,Coastal Baby Essentials,Baby Care,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,51.5,61.9433333333333333,10.4
71,Golden Farms,Dairy,19,GreenLeaf Naturals,Natural,North America,50.3,60.7394736842105263,10.4
90,Prime Grains,Breakfast & Cereal,142,FreshMart (Malaysia),Grocery,SEA - Malaysia,52.2,62.5915625000000000,10.4
100,Fresh Tiny Care,Baby Care,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,51.6,61.9433333333333333,10.3
62,Royal Household,Home Care,15,BulkBasket Club,Club,North America,51.2,61.5100694444444444,10.3
70,Vivid Milk Co,Dairy,123,Bazaar Wholesale (Saudi),General Trade,Gulf - Saudi,50.0,60.2775000000000000,10.3
75,Vivid Dairy,Dairy,83,Neighborhood Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,52.3,62.6312000000000000,10.3
46,Fresh Refresh,Beverages,32,ExpressStop #2,C-Store,North America,52.6,62.8907142857142857,10.3
47,Sunrise Refresh,Beverages,118,Local Trade Collective (Saudi),General Trade,Gulf - Saudi,52.2,62.5236666666666667,10.3
58,Coastal Clean,Home Care,108,ValueTrade GT (UAE),General Trade,Gulf - UAE,51.1,61.4090909090909091,10.3
3,Prime Snacks,Salty Snacks,15,BulkBasket Club,Club,North America,51.1,61.3621428571428571,10.3
23,Golden Skin,Personal Care,48,DashKart (Metro),Quick Commerce,India - Metro,52.4,62.6680000000000000,10.3
28,Spring Skin,Personal Care,23,GreenLeaf Naturals #2,Natural,North America,52.9,63.2026315789473684,10.3
7,Urban Bites,Salty Snacks,182,MetroBazaar (Indonesia),Grocery,SEA - Indonesia,47.9,58.1575000000000000,10.3
28,Spring Skin,Personal Care,154,Local Trade Collective (Malaysia),General Trade,SEA - Malaysia,51.2,61.4575000000000000,10.3
75,Vivid Dairy,Dairy,79,MarketLink GT (Tier 2/3),General Trade,India - Tier 2/3,52.3,62.6312000000000000,10.3
63,Silver Household,Home Care,114,GreenAisle (Saudi),Grocery,Gulf - Saudi,52.9,63.1858333333333333,10.3
14,Golden Bubbles,Sparkling Water,18,SaverClub #2,Club,North America,52.8,63.0876190476190476,10.3
6,Coastal Bites,Salty Snacks,12,MetroBazaar #2,Grocery,North America,51.1,61.3621428571428571,10.3
30,Cloud Essentials,Personal Care,144,GreenAisle (Malaysia),Grocery,SEA - Malaysia,51.2,61.4575000000000000,10.3
106,Vivid Little Ones,Baby Care,80,Sundry Traders Network (Tier 2/3),General Trade,India - Tier 2/3,51.6,61.9433333333333333,10.3
53,Cloud Sip,Beverages,123,Bazaar Wholesale (Saudi),General Trade,Gulf - Saudi,52.2,62.5236666666666667,10.3
55,Vivid Sip,Beverages,62,Bazaar Wholesale (Metro),General Trade,India - Metro,51.8,62.0715517241379310,10.3
33,Cloud Glow,Personal Care,124,MarketLink GT (Saudi),General Trade,Gulf - Saudi,49.6,59.8583333333333333,10.3
93,Urban Mornings,Breakfast & Cereal,169,ZipCart (Philippines),Quick Commerce,SEA - Philippines,51.7,62.0381578947368421,10.3
80,Nomad Candy Co,Confectionery,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,52.1,62.4378000000000000,10.3
57,Cloud Shine,Home Care,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,52.6,62.8800000000000000,10.3
88,Pure Treats,Confectionery,192,FlashCart (Indonesia),Quick Commerce,SEA - Indonesia,51.6,61.8512500000000000,10.3
15,Blue Springs,Sparkling Water,119,ValueTrade GT (Saudi),General Trade,Gulf - Saudi,52.8,63.0650000000000000,10.3
88,Pure Treats,Confectionery,111,Community Retail Co-op (UAE),General Trade,Gulf - UAE,51.6,61.9394736842105263,10.3
51,Coastal Drinks,Beverages,158,Community Retail Co-op (Malaysia),General Trade,SEA - Malaysia,51.5,61.7712500000000000,10.3
66,Golden Household,Home Care,72,ValueGrocer (Tier 2/3),Grocery,India - Tier 2/3,52.6,62.8800000000000000,10.3
24,Spring Care,Personal Care,132,QuickDash (Qatar),Quick Commerce,Gulf - Qatar,51.3,61.5616666666666667,10.3
11,Silver Snacks,Salty Snacks,8,ValueGrocer,Grocery,North America,51.1,61.3621428571428571,10.3
11,Silver Snacks,Salty Snacks,26,CornerFuel Mart,C-Store,North America,51.1,61.3621428571428571,10.3
50,Crunch Drinks,Beverages,189,DashKart (Indonesia),Quick Commerce,SEA - Indonesia,50.4,60.6750000000000000,10.3
85,Heritage Treats,Confectionery,76,Corner Store Network (Tier 2/3),General Trade,India - Tier 2/3,52.1,62.4378000000000000,10.3
96,Meadow Breakfast Co,Breakfast & Cereal,84,Corner Store Network #2 (Tier 2/3),General Trade,India - Tier 2/3,53.4,63.6752500000000000,10.3
85,Heritage Treats,Confectionery,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,52.1,62.4378000000000000,10.3
52,Spring Sip,Beverages,140,Corner Store Network (Qatar),General Trade,Gulf - Qatar,52.2,62.3838888888888889,10.2
49,Meadow Beverages,Beverages,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,52.4,62.6366666666666667,10.2
60,True Shine,Home Care,92,GreenAisle (UAE),Grocery,Gulf - UAE,51.2,61.4090909090909091,10.2
66,Golden Household,Home Care,183,GreenAisle (Indonesia),Grocery,SEA - Indonesia,53.5,63.7145833333333333,10.2
33,Cloud Glow,Personal Care,112,FreshMart (Saudi),Grocery,Gulf - Saudi,49.7,59.8583333333333333,10.2
19,Fresh Fizz,Sparkling Water,79,MarketLink GT (Tier 2/3),General Trade,India - Tier 2/3,53.2,63.3680000000000000,10.2
21,Golden Fizz,Sparkling Water,147,SunriseMart (Malaysia),Grocery,SEA - Malaysia,51.4,61.5825000000000000,10.2
46,Fresh Refresh,Beverages,29,QuickStop #2,C-Store,North America,52.7,62.8907142857142857,10.2
80,Nomad Candy Co,Confectionery,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,52.2,62.4378000000000000,10.2
93,Urban Mornings,Breakfast & Cereal,104,HopMart (UAE),Quick Commerce,Gulf - UAE,53.2,63.3928030303030303,10.2
63,Silver Household,Home Care,116,DailyBasket (Saudi),Grocery,Gulf - Saudi,53.0,63.1858333333333333,10.2
91,Coastal Cereal Co,Breakfast & Cereal,117,SunriseMart (Saudi),Grocery,Gulf - Saudi,49.2,59.3711111111111111,10.2
18,Royal Fizz,Sparkling Water,32,ExpressStop #2,C-Store,North America,52.9,63.0876190476190476,10.2
84,Everyday Treats,Confectionery,185,DailyBasket (Indonesia),Grocery,SEA - Indonesia,51.7,61.8512500000000000,10.2
37,Heritage Kitchen,Packaged Foods,115,PrimeGrocer (Saudi),Grocery,Gulf - Saudi,50.8,61.0458333333333333,10.2
57,Cloud Shine,Home Care,163,MetroBazaar (Philippines),Grocery,SEA - Philippines,48.0,58.1723684210526316,10.2
75,Vivid Dairy,Dairy,104,HopMart (UAE),Quick Commerce,Gulf - UAE,54.0,64.2289473684210526,10.2
82,Meadow Treats,Confectionery,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,52.2,62.4378000000000000,10.2
42,Urban Kitchen,Packaged Foods,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,51.7,61.8906000000000000,10.2
64,Blue Shine,Home Care,4,PrimeGrocer,Grocery,North America,51.3,61.5100694444444444,10.2
14,Golden Bubbles,Sparkling Water,1,FreshMart,Grocery,North America,52.9,63.0876190476190476,10.2
39,Blue Kitchen,Packaged Foods,148,QuickDash (Malaysia),Quick Commerce,SEA - Malaysia,52.3,62.4881250000000000,10.2
34,Bold Kitchen,Packaged Foods,184,PrimeGrocer (Indonesia),Grocery,SEA - Indonesia,54.4,64.6200000000000000,10.2
63,Silver Household,Home Care,120,Neighborhood Wholesale (Saudi),General Trade,Gulf - Saudi,53.0,63.1858333333333333,10.2
18,Royal Fizz,Sparkling Water,32,ExpressStop #2,C-Store,North America,52.9,63.0876190476190476,10.2
80,Nomad Candy Co,Confectionery,30,CornerFuel Mart #2,C-Store,North America,51.7,61.9236111111111111,10.2
55,Vivid Sip,Beverages,49,SwiftBasket (Metro),Quick Commerce,India - Metro,51.9,62.0715517241379310,10.2
97,Royal Breakfast Co,Breakfast & Cereal,142,FreshMart (Malaysia),Grocery,SEA - Malaysia,52.4,62.5915625000000000,10.2
105,Silver Baby Essentials,Baby Care,186,SunriseMart (Indonesia),Grocery,SEA - Indonesia,49.5,59.7341666666666667,10.2
93,Urban Mornings,Breakfast & Cereal,94,DailyBasket (UAE),Grocery,Gulf - UAE,53.2,63.3928030303030303,10.2
77,Urban Creamery,Dairy,131,DailyBasket (Qatar),Grocery,Gulf - Qatar,56.0,66.1566666666666667,10.2
75,Vivid Dairy,Dairy,95,SunriseMart (UAE),Grocery,Gulf - UAE,54.1,64.2289473684210526,10.1
26,Prime Care,Personal Care,70,SunriseMart (Tier 2/3),Grocery,India - Tier 2/3,52.7,62.8356666666666667,10.1
45,Pure Drinks,Beverages,124,MarketLink GT (Saudi),General Trade,Gulf - Saudi,52.4,62.5236666666666667,10.1
76,Royal Farms,Dairy,68,PrimeGrocer (Tier 2/3),Grocery,India - Tier 2/3,52.5,62.6312000000000000,10.1
76,Royal Farms,Dairy,76,Corner Store Network (Tier 2/3),General Trade,India - Tier 2/3,52.5,62.6312000000000000,10.1
76,Royal Farms,Dairy,77,Community Retail Co-op (Tier 2/3),General Trade,India - Tier 2/3,52.5,62.6312000000000000,10.1
71,Golden Farms,Dairy,6,SunriseMart,Grocery,North America,50.6,60.7394736842105263,10.1
63,Silver Household,Home Care,6,SunriseMart,Grocery,North America,51.4,61.5100694444444444,10.1
33,Cloud Glow,Personal Care,121,Corner Store Network (Saudi),General Trade,Gulf - Saudi,49.8,59.8583333333333333,10.1
108,Crunch Baby Co,Baby Care,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,51.8,61.9433333333333333,10.1
67,Golden Milk Co,Dairy,190,SwiftBasket (Indonesia),Quick Commerce,SEA - Indonesia,53.2,63.3287500000000000,10.1
63,Silver Household,Home Care,6,SunriseMart,Grocery,North America,51.4,61.5100694444444444,10.1
13,Urban Bubbles,Sparkling Water,164,GreenAisle (Philippines),Grocery,SEA - Philippines,54.6,64.6703947368421053,10.1
105,Silver Baby Essentials,Baby Care,182,MetroBazaar (Indonesia),Grocery,SEA - Indonesia,49.6,59.7341666666666667,10.1
51,Coastal Drinks,Beverages,5,DailyBasket,Grocery,North America,52.8,62.8907142857142857,10.1
50,Crunch Drinks,Beverages,179,MarketLink GT (Philippines),General Trade,SEA - Philippines,54.4,64.5381578947368421,10.1
37,Heritage Kitchen,Packaged Foods,117,SunriseMart (Saudi),Grocery,Gulf - Saudi,50.9,61.0458333333333333,10.1
13,Urban Bubbles,Sparkling Water,154,Local Trade Collective (Malaysia),General Trade,SEA - Malaysia,51.5,61.5825000000000000,10.1
49,Meadow Beverages,Beverages,68,PrimeGrocer (Tier 2/3),Grocery,India - Tier 2/3,52.5,62.6366666666666667,10.1
84,Everyday Treats,Confectionery,192,FlashCart (Indonesia),Quick Commerce,SEA - Indonesia,51.8,61.8512500000000000,10.1
78,Prime Confections,Confectionery,200,Sundry Traders Network (Indonesia),General Trade,SEA - Indonesia,51.8,61.8512500000000000,10.1
64,Blue Shine,Home Care,14,SaverClub,Club,North America,51.4,61.5100694444444444,10.1
83,Fresh Treats,Confectionery,88,Sundry Traders Network #2 (Tier 2/3),General Trade,India - Tier 2/3,52.3,62.4378000000000000,10.1
42,Urban Kitchen,Packaged Foods,175,Neighborhood Wholesale (Philippines),General Trade,SEA - Philippines,51.6,61.6500000000000000,10.1
43,Coastal Table,Packaged Foods,67,GreenAisle (Tier 2/3),Grocery,India - Tier 2/3,51.8,61.8906000000000000,10.1
82,Meadow Treats,Confectionery,25,QuickStop,C-Store,North America,51.8,61.9236111111111111,10.1
14,Golden Bubbles,Sparkling Water,19,GreenLeaf Naturals,Natural,North America,53.0,63.0876190476190476,10.1
14,Golden Bubbles,Sparkling Water,24,PureRoots Market #2,Natural,North America,53.0,63.0876190476190476,10.1
104,Meadow Baby Co,Baby Care,138,ValueTrade GT (Qatar),General Trade,Gulf - Qatar,51.6,61.6466666666666667,10.0
70,Vivid Milk Co,Dairy,121,Corner Store Network (Saudi),General Trade,Gulf - Saudi,50.3,60.2775000000000000,10.0
71,Golden Farms,Dairy,174,ValueTrade GT (Philippines),General Trade,SEA - Philippines,51.4,61.3750000000000000,10.0
20,Heritage Springs,Sparkling Water,51,FlashCart (Metro),Quick Commerce,India - Metro,52.0,61.9855603448275862,10.0
60,True Shine,Home Care,97,SaverClub (UAE),Club,Gulf - UAE,51.4,61.4090909090909091,10.0
99,Fresh Cereal Co,Breakfast & Cereal,144,GreenAisle (Malaysia),Grocery,SEA - Malaysia,52.6,62.5915625000000000,10.0
13,Urban Bubbles,Sparkling Water,176,Corner Store Network (Philippines),General Trade,SEA - Philippines,54.7,64.6703947368421053,10.0
51,Coastal Drinks,Beverages,21,EarthAisle,Natural,North America,52.9,62.8907142857142857,10.0
58,Coastal Clean,Home Care,182,MetroBazaar (Indonesia),Grocery,SEA - Indonesia,53.7,63.7145833333333333,10.0
69,Everyday Milk Co,Dairy,157,Corner Store Network (Malaysia),General Trade,SEA - Malaysia,54.6,64.5987500000000000,10.0
1,True Snacks,Salty Snacks,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,53.0,63.0406666666666667,10.0
51,Coastal Drinks,Beverages,153,FlashCart (Malaysia),Quick Commerce,SEA - Malaysia,51.8,61.7712500000000000,10.0
92,Cloud Grains,Breakfast & Cereal,165,PrimeGrocer (Philippines),Grocery,SEA - Philippines,52.0,62.0381578947368421,10.0
35,Silver Table,Packaged Foods,2,MetroBazaar,Grocery,North America,52.5,62.4755208333333333,10.0
87,Pure Sweets,Confectionery,34,CornerFuel Mart #3,C-Store,North America,51.9,61.9236111111111111,10.0
93,Urban Mornings,Breakfast & Cereal,109,Neighborhood Wholesale (UAE),General Trade,Gulf - UAE,53.4,63.3928030303030303,10.0
75,Vivid Dairy,Dairy,86,Bazaar Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,52.6,62.6312000000000000,10.0
34,Bold Kitchen,Packaged Foods,193,Local Trade Collective (Indonesia),General Trade,SEA - Indonesia,54.6,64.6200000000000000,10.0
42,Urban Kitchen,Packaged Foods,77,Community Retail Co-op (Tier 2/3),General Trade,India - Tier 2/3,51.9,61.8906000000000000,10.0
93,Urban Mornings,Breakfast & Cereal,93,PrimeGrocer (UAE),Grocery,Gulf - UAE,53.4,63.3928030303030303,10.0
42,Urban Kitchen,Packaged Foods,162,FreshMart (Philippines),Grocery,SEA - Philippines,51.7,61.6500000000000000,10.0
44,Spring Pantry,Packaged Foods,109,Neighborhood Wholesale (UAE),General Trade,Gulf - UAE,53.0,63.0119318181818182,10.0
76,Royal Farms,Dairy,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,52.6,62.6312000000000000,10.0
82,Meadow Treats,Confectionery,30,CornerFuel Mart #2,C-Store,North America,51.9,61.9236111111111111,10.0
53,Cloud Sip,Beverages,137,Local Trade Collective (Qatar),General Trade,Gulf - Qatar,52.5,62.3838888888888889,9.9
92,Cloud Grains,Breakfast & Cereal,166,DailyBasket (Philippines),Grocery,SEA - Philippines,52.1,62.0381578947368421,9.9
27,Golden Glow,Personal Care,182,MetroBazaar (Indonesia),Grocery,SEA - Indonesia,50.5,60.4337500000000000,9.9
26,Prime Care,Personal Care,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,52.9,62.8356666666666667,9.9
44,Spring Pantry,Packaged Foods,80,Sundry Traders Network (Tier 2/3),General Trade,India - Tier 2/3,52.0,61.8906000000000000,9.9
75,Vivid Dairy,Dairy,77,Community Retail Co-op (Tier 2/3),General Trade,India - Tier 2/3,52.7,62.6312000000000000,9.9
66,Golden Household,Home Care,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,53.0,62.8800000000000000,9.9
42,Urban Kitchen,Packaged Foods,89,Local Trade Collective #3 (Tier 2/3),General Trade,India - Tier 2/3,52.0,61.8906000000000000,9.9
13,Urban Bubbles,Sparkling Water,157,Corner Store Network (Malaysia),General Trade,SEA - Malaysia,51.7,61.5825000000000000,9.9
65,Urban Clean,Home Care,14,SaverClub,Club,North America,51.6,61.5100694444444444,9.9
99,Fresh Cereal Co,Breakfast & Cereal,92,GreenAisle (UAE),Grocery,Gulf - UAE,53.5,63.3928030303030303,9.9
3,Prime Snacks,Salty Snacks,119,ValueTrade GT (Saudi),General Trade,Gulf - Saudi,52.4,62.3475000000000000,9.9
75,Vivid Dairy,Dairy,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,52.7,62.6312000000000000,9.9
18,Royal Fizz,Sparkling Water,125,Sundry Traders Network (Saudi),General Trade,Gulf - Saudi,53.2,63.0650000000000000,9.9
57,Cloud Shine,Home Care,178,Bazaar Wholesale (Philippines),General Trade,SEA - Philippines,48.3,58.1723684210526316,9.9
18,Royal Fizz,Sparkling Water,122,Community Retail Co-op (Saudi),General Trade,Gulf - Saudi,53.2,63.0650000000000000,9.9
55,Vivid Sip,Beverages,59,Neighborhood Wholesale (Metro),General Trade,India - Metro,52.2,62.0715517241379310,9.9
19,Fresh Fizz,Sparkling Water,26,CornerFuel Mart,C-Store,North America,53.2,63.0876190476190476,9.9
79,Coastal Candy Co,Confectionery,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,52.5,62.4378000000000000,9.9
63,Silver Household,Home Care,9,CityMart,Grocery,North America,51.6,61.5100694444444444,9.9
19,Fresh Fizz,Sparkling Water,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,53.5,63.3680000000000000,9.9
58,Coastal Clean,Home Care,106,NimbleMart (UAE),Quick Commerce,Gulf - UAE,51.5,61.4090909090909091,9.9
98,Coastal Mornings,Breakfast & Cereal,89,Local Trade Collective #3 (Tier 2/3),General Trade,India - Tier 2/3,53.8,63.6752500000000000,9.9
101,Everyday Tiny Care,Baby Care,138,ValueTrade GT (Qatar),General Trade,Gulf - Qatar,51.7,61.6466666666666667,9.9
46,Fresh Refresh,Beverages,10,HomeFresh,Grocery,North America,53.0,62.8907142857142857,9.9
63,Silver Household,Home Care,15,BulkBasket Club,Club,North America,51.6,61.5100694444444444,9.9
51,Coastal Drinks,Beverages,158,Community Retail Co-op (Malaysia),General Trade,SEA - Malaysia,51.9,61.7712500000000000,9.9
69,Everyday Milk Co,Dairy,156,Neighborhood Wholesale (Malaysia),General Trade,SEA - Malaysia,54.7,64.5987500000000000,9.9
56,Golden Shine,Home Care,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,53.0,62.8800000000000000,9.9
95,Cloud Mornings,Breakfast & Cereal,115,PrimeGrocer (Saudi),Grocery,Gulf - Saudi,49.5,59.3711111111111111,9.9
74,Sunrise Milk Co,Dairy,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,52.7,62.6312000000000000,9.9
82,Meadow Treats,Confectionery,68,PrimeGrocer (Tier 2/3),Grocery,India - Tier 2/3,52.6,62.4378000000000000,9.8
5,Urban Crisps,Salty Snacks,128,MetroBazaar (Qatar),Grocery,Gulf - Qatar,51.2,60.9850000000000000,9.8
7,Urban Bites,Salty Snacks,109,Neighborhood Wholesale (UAE),General Trade,Gulf - UAE,52.9,62.7130681818181818,9.8
8,Meadow Crisps,Salty Snacks,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,53.2,63.0406666666666667,9.8
8,Meadow Crisps,Salty Snacks,86,Bazaar Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,53.2,63.0406666666666667,9.8
18,Royal Fizz,Sparkling Water,13,GreenAisle #2,Grocery,North America,53.3,63.0876190476190476,9.8
18,Royal Fizz,Sparkling Water,124,MarketLink GT (Saudi),General Trade,Gulf - Saudi,53.3,63.0650000000000000,9.8
22,Crunch Fizz,Sparkling Water,115,PrimeGrocer (Saudi),Grocery,Gulf - Saudi,53.3,63.0650000000000000,9.8
23,Golden Skin,Personal Care,57,Local Trade Collective (Metro),General Trade,India - Metro,52.9,62.6680000000000000,9.8
24,Spring Care,Personal Care,101,ZipCart (UAE),Quick Commerce,Gulf - UAE,53.3,63.1394736842105263,9.8
28,Spring Skin,Personal Care,147,SunriseMart (Malaysia),Grocery,SEA - Malaysia,51.7,61.4575000000000000,9.8
29,Golden Essentials,Personal Care,62,Bazaar Wholesale (Metro),General Trade,India - Metro,52.9,62.6680000000000000,9.8
35,Silver Table,Packaged Foods,77,Community Retail Co-op (Tier 2/3),General Trade,India - Tier 2/3,52.1,61.8906000000000000,9.8
42,Urban Kitchen,Packaged Foods,81,Local Trade Collective #2 (Tier 2/3),General Trade,India - Tier 2/3,52.1,61.8906000000000000,9.8
43,Coastal Table,Packaged Foods,72,ValueGrocer (Tier 2/3),Grocery,India - Tier 2/3,52.1,61.8906000000000000,9.8
43,Coastal Table,Packaged Foods,84,Corner Store Network #2 (Tier 2/3),General Trade,India - Tier 2/3,52.1,61.8906000000000000,9.8
46,Fresh Refresh,Beverages,27,GoStop,C-Store,North America,53.1,62.8907142857142857,9.8
47,Sunrise Refresh,Beverages,116,DailyBasket (Saudi),Grocery,Gulf - Saudi,52.7,62.5236666666666667,9.8
58,Coastal Clean,Home Care,96,UrbanPantry (UAE),Grocery,Gulf - UAE,51.6,61.4090909090909091,9.8
58,Coastal Clean,Home Care,191,HopMart (Indonesia),Quick Commerce,SEA - Indonesia,53.9,63.7145833333333333,9.8
59,Pure Shine,Home Care,90,FreshMart (UAE),Grocery,Gulf - UAE,51.6,61.4090909090909091,9.8
61,Crunch Household,Home Care,51,FlashCart (Metro),Quick Commerce,India - Metro,51.6,61.3740000000000000,9.8
67,Golden Milk Co,Dairy,182,MetroBazaar (Indonesia),Grocery,SEA - Indonesia,53.5,63.3287500000000000,9.8
70,Vivid Milk Co,Dairy,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,52.8,62.6312000000000000,9.8
70,Vivid Milk Co,Dairy,67,GreenAisle (Tier 2/3),Grocery,India - Tier 2/3,52.8,62.6312000000000000,9.8
72,Nomad Milk Co,Dairy,83,Neighborhood Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,52.8,62.6312000000000000,9.8
73,Blue Milk Co,Dairy,10,HomeFresh,Grocery,North America,50.9,60.7394736842105263,9.8
75,Vivid Dairy,Dairy,75,Neighborhood Wholesale (Tier 2/3),General Trade,India - Tier 2/3,52.8,62.6312000000000000,9.8
80,Nomad Candy Co,Confectionery,31,GoStop #2,C-Store,North America,52.1,61.9236111111111111,9.8
83,Fresh Treats,Confectionery,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,52.6,62.4378000000000000,9.8
89,Nomad Mornings,Breakfast & Cereal,12,MetroBazaar #2,Grocery,North America,53.3,63.0944444444444444,9.8
90,Prime Grains,Breakfast & Cereal,155,ValueTrade GT (Malaysia),General Trade,SEA - Malaysia,52.8,62.5915625000000000,9.8
91,Coastal Cereal Co,Breakfast & Cereal,115,PrimeGrocer (Saudi),Grocery,Gulf - Saudi,49.6,59.3711111111111111,9.8
99,Fresh Cereal Co,Breakfast & Cereal,154,Local Trade Collective (Malaysia),General Trade,SEA - Malaysia,52.8,62.5915625000000000,9.8
