id,brand_id,category,retailer_id,region,signal_date,signal_type,magnitude_pct,description,org_id
1027,86,Confectionery,178,SEA - Philippines,2025-12-28,promo_launch,11.9,"True Candy Co launched a promo at Bazaar Wholesale (Philippines) the week of 2025-12-28 (Display, 12% depth).",1
1028,86,Confectionery,177,SEA - Philippines,2025-12-28,promo_launch,17.0,"True Candy Co launched a promo at Community Retail Co-op (Philippines) the week of 2025-12-28 (Display, 17% depth).",1
1029,70,Dairy,125,Gulf - Saudi,2025-12-28,promo_launch,9.9,"Vivid Milk Co launched a promo at Sundry Traders Network (Saudi) the week of 2025-12-28 (TPR, 10% depth).",1
1030,62,Home Care,122,Gulf - Saudi,2025-12-28,promo_launch,15.4,"Royal Household launched a promo at Community Retail Co-op (Saudi) the week of 2025-12-28 (Display, 15% depth).",1
1031,9,Salty Snacks,107,Gulf - UAE,2025-12-28,promo_launch,12.3,"Spring Crisps launched a promo at Local Trade Collective (UAE) the week of 2025-12-28 (Display, 12% depth).",1
1032,23,Personal Care,61,India - Metro,2025-12-28,promo_launch,16.6,"Golden Skin launched a promo at Community Retail Co-op (Metro) the week of 2025-12-28 (Display, 17% depth).",1
1033,96,Breakfast & Cereal,89,India - Tier 2/3,2025-12-28,promo_launch,12.5,"Meadow Breakfast Co launched a promo at Local Trade Collective #3 (Tier 2/3) the week of 2025-12-28 (TPR, 12% depth).",1
1034,23,Personal Care,58,India - Metro,2025-12-28,promo_launch,5.9,"Golden Skin launched a promo at ValueTrade GT (Metro) the week of 2025-12-28 (TPR, 6% depth).",1
1035,23,Personal Care,53,India - Metro,2025-12-28,promo_launch,13.3,"Golden Skin launched a promo at RapidBasket (Metro) the week of 2025-12-28 (TPR, 13% depth).",1
1036,99,Breakfast & Cereal,152,SEA - Malaysia,2025-12-28,promo_launch,15.7,"Fresh Cereal Co launched a promo at HopMart (Malaysia) the week of 2025-12-28 (Ad, 16% depth).",1
1037,110,Baby Care,40,India - Metro,2025-12-28,promo_launch,10.7,"Meadow Tiny Care launched a promo at DailyBasket (Metro) the week of 2025-12-28 (TPR, 11% depth).",1
1038,23,Personal Care,52,India - Metro,2025-12-28,promo_launch,10.1,"Golden Skin launched a promo at NimbleMart (Metro) the week of 2025-12-28 (TPR, 10% depth).",1
1039,9,Salty Snacks,90,Gulf - UAE,2025-12-28,promo_launch,7.9,"Spring Crisps launched a promo at FreshMart (UAE) the week of 2025-12-28 (TPR, 8% depth).",1
1040,70,Dairy,80,India - Tier 2/3,2025-12-28,promo_launch,21.5,"Vivid Milk Co launched a promo at Sundry Traders Network (Tier 2/3) the week of 2025-12-28 (Ad, 22% depth).",1
1041,70,Dairy,77,India - Tier 2/3,2025-12-28,promo_launch,7.6,"Vivid Milk Co launched a promo at Community Retail Co-op (Tier 2/3) the week of 2025-12-28 (TPR, 8% depth).",1
1042,106,Baby Care,126,Gulf - Saudi,2025-12-28,promo_launch,17.7,"Vivid Little Ones launched a promo at Local Trade Collective #2 (Saudi) the week of 2025-12-28 (Display, 18% depth).",1
1043,23,Personal Care,40,India - Metro,2025-12-28,promo_launch,16.4,"Golden Skin launched a promo at DailyBasket (Metro) the week of 2025-12-28 (Display, 16% depth).",1
1044,62,Home Care,14,North America,2025-12-28,promo_launch,6.6,"Royal Household launched a promo at SaverClub the week of 2025-12-28 (TPR, 7% depth).",1
1045,23,Personal Care,37,India - Metro,2025-12-28,promo_launch,45.6,"Golden Skin launched a promo at MetroBazaar (Metro) the week of 2025-12-28 (BOGO, 46% depth).",1
1046,83,Confectionery,82,India - Tier 2/3,2025-12-28,promo_launch,47.7,"Fresh Treats launched a promo at ValueTrade GT #2 (Tier 2/3) the week of 2025-12-28 (BOGO, 48% depth).",1
1047,99,Breakfast & Cereal,154,SEA - Malaysia,2025-12-28,promo_launch,16.8,"Fresh Cereal Co launched a promo at Local Trade Collective (Malaysia) the week of 2025-12-28 (Display, 17% depth).",1
1048,87,Confectionery,1,North America,2025-12-28,promo_launch,10.1,"Pure Sweets launched a promo at FreshMart the week of 2025-12-28 (Display, 10% depth).",1
1049,108,Baby Care,116,Gulf - Saudi,2025-12-28,promo_launch,48.6,"Crunch Baby Co launched a promo at DailyBasket (Saudi) the week of 2025-12-28 (BOGO, 49% depth).",1
1050,97,Breakfast & Cereal,154,SEA - Malaysia,2025-12-28,promo_launch,12.5,"Royal Breakfast Co launched a promo at Local Trade Collective (Malaysia) the week of 2025-12-28 (TPR, 12% depth).",1
1051,23,Personal Care,57,India - Metro,2025-12-28,promo_launch,45.8,"Golden Skin launched a promo at Local Trade Collective (Metro) the week of 2025-12-28 (BOGO, 46% depth).",1
1052,62,Home Care,120,Gulf - Saudi,2025-12-28,promo_launch,14.7,"Royal Household launched a promo at Neighborhood Wholesale (Saudi) the week of 2025-12-28 (Display, 15% depth).",1
1053,83,Confectionery,87,India - Tier 2/3,2025-12-28,promo_launch,13.2,"Fresh Treats launched a promo at MarketLink GT #2 (Tier 2/3) the week of 2025-12-28 (TPR, 13% depth).",1
1054,19,Sparkling Water,17,North America,2025-12-28,promo_launch,23.9,"Fresh Fizz launched a promo at MegaValue Club the week of 2025-12-28 (Ad, 24% depth).",1
1055,83,Confectionery,114,Gulf - Saudi,2025-12-28,promo_launch,14.2,"Fresh Treats launched a promo at GreenAisle (Saudi) the week of 2025-12-28 (TPR, 14% depth).",1
1056,21,Sparkling Water,142,SEA - Malaysia,2025-12-28,promo_launch,10.1,"Golden Fizz launched a promo at FreshMart (Malaysia) the week of 2025-12-28 (Display, 10% depth).",1
1057,19,Sparkling Water,68,India - Tier 2/3,2025-12-28,promo_launch,18.7,"Fresh Fizz launched a promo at PrimeGrocer (Tier 2/3) the week of 2025-12-28 (Display, 19% depth).",1
1058,66,Home Care,195,SEA - Indonesia,2025-12-28,promo_launch,15.1,"Golden Household launched a promo at Neighborhood Wholesale (Indonesia) the week of 2025-12-28 (Ad, 15% depth).",1
1059,99,Breakfast & Cereal,106,Gulf - UAE,2025-12-28,promo_launch,24.2,"Fresh Cereal Co launched a promo at NimbleMart (UAE) the week of 2025-12-28 (Ad, 24% depth).",1
1060,84,Confectionery,189,SEA - Indonesia,2025-12-28,promo_launch,17.7,"Everyday Treats launched a promo at DashKart (Indonesia) the week of 2025-12-28 (Display, 18% depth).",1
1061,67,Dairy,197,SEA - Indonesia,2025-12-28,promo_launch,20.5,"Golden Milk Co launched a promo at Community Retail Co-op (Indonesia) the week of 2025-12-28 (Ad, 20% depth).",1
1062,66,Home Care,65,India - Tier 2/3,2025-12-28,promo_launch,23.5,"Golden Household launched a promo at FreshMart (Tier 2/3) the week of 2025-12-28 (Ad, 24% depth).",1
1063,8,Salty Snacks,73,India - Tier 2/3,2025-12-28,promo_launch,45.2,"Meadow Crisps launched a promo at Local Trade Collective (Tier 2/3) the week of 2025-12-28 (BOGO, 45% depth).",1
1064,109,Baby Care,136,Gulf - Qatar,2025-12-28,promo_launch,12.1,"Silver Little Ones launched a promo at HopMart (Qatar) the week of 2025-12-28 (TPR, 12% depth).",1
1065,19,Sparkling Water,72,India - Tier 2/3,2025-12-28,promo_launch,10.7,"Fresh Fizz launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (TPR, 11% depth).",1
1066,21,Sparkling Water,55,India - Metro,2025-12-28,promo_launch,14.6,"Golden Fizz launched a promo at DartMart (Metro) the week of 2025-12-28 (TPR, 15% depth).",1
1067,66,Home Care,72,India - Tier 2/3,2025-12-28,promo_launch,5.8,"Golden Household launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (TPR, 6% depth).",1
1068,67,Dairy,192,SEA - Indonesia,2025-12-28,promo_launch,17.0,"Golden Milk Co launched a promo at FlashCart (Indonesia) the week of 2025-12-28 (Display, 17% depth).",1
1069,8,Salty Snacks,84,India - Tier 2/3,2025-12-28,promo_launch,8.8,"Meadow Crisps launched a promo at Corner Store Network #2 (Tier 2/3) the week of 2025-12-28 (TPR, 9% depth).",1
1070,66,Home Care,76,India - Tier 2/3,2025-12-28,promo_launch,15.7,"Golden Household launched a promo at Corner Store Network (Tier 2/3) the week of 2025-12-28 (Display, 16% depth).",1
1071,19,Sparkling Water,76,India - Tier 2/3,2025-12-28,promo_launch,24.8,"Fresh Fizz launched a promo at Corner Store Network (Tier 2/3) the week of 2025-12-28 (Ad, 25% depth).",1
1072,67,Dairy,191,SEA - Indonesia,2025-12-28,promo_launch,20.0,"Golden Milk Co launched a promo at HopMart (Indonesia) the week of 2025-12-28 (Display, 20% depth).",1
1073,8,Salty Snacks,81,India - Tier 2/3,2025-12-28,promo_launch,8.8,"Meadow Crisps launched a promo at Local Trade Collective #2 (Tier 2/3) the week of 2025-12-28 (TPR, 9% depth).",1
1074,21,Sparkling Water,47,India - Metro,2025-12-28,promo_launch,16.5,"Golden Fizz launched a promo at ZipCart (Metro) the week of 2025-12-28 (Display, 16% depth).",1
1075,21,Sparkling Water,46,India - Metro,2025-12-28,promo_launch,20.9,"Golden Fizz launched a promo at QuickDash (Metro) the week of 2025-12-28 (Ad, 21% depth).",1
1076,66,Home Care,86,India - Tier 2/3,2025-12-28,promo_launch,16.3,"Golden Household launched a promo at Bazaar Wholesale #2 (Tier 2/3) the week of 2025-12-28 (Ad, 16% depth).",1
1077,66,Home Care,87,India - Tier 2/3,2025-12-28,promo_launch,8.3,"Golden Household launched a promo at MarketLink GT #2 (Tier 2/3) the week of 2025-12-28 (TPR, 8% depth).",1
1078,19,Sparkling Water,79,India - Tier 2/3,2025-12-28,promo_launch,11.1,"Fresh Fizz launched a promo at MarketLink GT (Tier 2/3) the week of 2025-12-28 (TPR, 11% depth).",1
1079,66,Home Care,185,SEA - Indonesia,2025-12-28,promo_launch,8.2,"Golden Household launched a promo at DailyBasket (Indonesia) the week of 2025-12-28 (TPR, 8% depth).",1
1080,8,Salty Snacks,79,India - Tier 2/3,2025-12-28,promo_launch,15.2,"Meadow Crisps launched a promo at MarketLink GT (Tier 2/3) the week of 2025-12-28 (Ad, 15% depth).",1
1081,66,Home Care,189,SEA - Indonesia,2025-12-28,promo_launch,10.7,"Golden Household launched a promo at DashKart (Indonesia) the week of 2025-12-28 (Display, 11% depth).",1
1082,68,Dairy,182,SEA - Indonesia,2025-12-28,promo_launch,48.1,"Cloud Dairy launched a promo at MetroBazaar (Indonesia) the week of 2025-12-28 (BOGO, 48% depth).",1
1083,66,Home Care,189,SEA - Indonesia,2025-12-28,promo_launch,11.5,"Golden Household launched a promo at DashKart (Indonesia) the week of 2025-12-28 (Display, 12% depth).",1
1084,21,Sparkling Water,147,SEA - Malaysia,2025-12-28,promo_launch,17.9,"Golden Fizz launched a promo at SunriseMart (Malaysia) the week of 2025-12-28 (Ad, 18% depth).",1
1085,83,Confectionery,88,India - Tier 2/3,2025-12-28,promo_launch,14.4,"Fresh Treats launched a promo at Sundry Traders Network #2 (Tier 2/3) the week of 2025-12-28 (TPR, 14% depth).",1
1086,65,Home Care,9,North America,2025-12-28,promo_launch,17.5,"Urban Clean launched a promo at CityMart the week of 2025-12-28 (Display, 18% depth).",1
1087,107,Baby Care,192,SEA - Indonesia,2025-12-28,promo_launch,13.8,"Spring Tiny Care launched a promo at FlashCart (Indonesia) the week of 2025-12-28 (Display, 14% depth).",1
1088,21,Sparkling Water,53,India - Metro,2025-12-28,promo_launch,11.5,"Golden Fizz launched a promo at RapidBasket (Metro) the week of 2025-12-28 (Display, 12% depth).",1
1089,83,Confectionery,80,India - Tier 2/3,2025-12-28,promo_launch,10.5,"Fresh Treats launched a promo at Sundry Traders Network (Tier 2/3) the week of 2025-12-28 (Display, 10% depth).",1
1090,65,Home Care,14,North America,2025-12-28,promo_launch,12.5,"Urban Clean launched a promo at SaverClub the week of 2025-12-28 (Display, 12% depth).",1
1091,65,Home Care,16,North America,2025-12-28,promo_launch,6.1,"Urban Clean launched a promo at WareClub the week of 2025-12-28 (TPR, 6% depth).",1
1092,19,Sparkling Water,24,North America,2025-12-28,promo_launch,20.6,"Fresh Fizz launched a promo at PureRoots Market #2 the week of 2025-12-28 (Ad, 21% depth).",1
1093,68,Dairy,200,SEA - Indonesia,2025-12-28,promo_launch,10.7,"Cloud Dairy launched a promo at Sundry Traders Network (Indonesia) the week of 2025-12-28 (TPR, 11% depth).",1
1094,21,Sparkling Water,42,India - Metro,2025-12-28,promo_launch,14.9,"Golden Fizz launched a promo at QuickStop (Metro) the week of 2025-12-28 (Display, 15% depth).",1
1095,21,Sparkling Water,41,India - Metro,2025-12-28,promo_launch,20.8,"Golden Fizz launched a promo at SunriseMart (Metro) the week of 2025-12-28 (Ad, 21% depth).",1
1096,66,Home Care,73,India - Tier 2/3,2025-12-28,promo_launch,49.8,"Golden Household launched a promo at Local Trade Collective (Tier 2/3) the week of 2025-12-28 (BOGO, 50% depth).",1
1097,66,Home Care,79,India - Tier 2/3,2025-12-28,promo_launch,49.2,"Golden Household launched a promo at MarketLink GT (Tier 2/3) the week of 2025-12-28 (BOGO, 49% depth).",1
1098,21,Sparkling Water,161,SEA - Malaysia,2025-12-28,promo_launch,24.0,"Golden Fizz launched a promo at Sundry Traders Network (Malaysia) the week of 2025-12-28 (Ad, 24% depth).",1
1099,66,Home Care,80,India - Tier 2/3,2025-12-28,promo_launch,6.0,"Golden Household launched a promo at Sundry Traders Network (Tier 2/3) the week of 2025-12-28 (TPR, 6% depth).",1
1100,66,Home Care,83,India - Tier 2/3,2025-12-28,promo_launch,48.9,"Golden Household launched a promo at Neighborhood Wholesale #2 (Tier 2/3) the week of 2025-12-28 (BOGO, 49% depth).",1
1101,66,Home Care,84,India - Tier 2/3,2025-12-28,promo_launch,19.7,"Golden Household launched a promo at Corner Store Network #2 (Tier 2/3) the week of 2025-12-28 (Display, 20% depth).",1
1102,66,Home Care,86,India - Tier 2/3,2025-12-28,promo_launch,46.0,"Golden Household launched a promo at Bazaar Wholesale #2 (Tier 2/3) the week of 2025-12-28 (BOGO, 46% depth).",1
1103,66,Home Care,88,India - Tier 2/3,2025-12-28,promo_launch,19.6,"Golden Household launched a promo at Sundry Traders Network #2 (Tier 2/3) the week of 2025-12-28 (Ad, 20% depth).",1
1104,66,Home Care,181,SEA - Indonesia,2025-12-28,promo_launch,11.2,"Golden Household launched a promo at FreshMart (Indonesia) the week of 2025-12-28 (TPR, 11% depth).",1
1105,8,Salty Snacks,66,India - Tier 2/3,2025-12-28,promo_launch,9.2,"Meadow Crisps launched a promo at MetroBazaar (Tier 2/3) the week of 2025-12-28 (TPR, 9% depth).",1
1106,68,Dairy,189,SEA - Indonesia,2025-12-28,promo_launch,10.8,"Cloud Dairy launched a promo at DashKart (Indonesia) the week of 2025-12-28 (TPR, 11% depth).",1
1107,97,Breakfast & Cereal,147,SEA - Malaysia,2025-12-28,promo_launch,11.9,"Royal Breakfast Co launched a promo at SunriseMart (Malaysia) the week of 2025-12-28 (Display, 12% depth).",1
1108,21,Sparkling Water,148,SEA - Malaysia,2025-12-28,promo_launch,15.9,"Golden Fizz launched a promo at QuickDash (Malaysia) the week of 2025-12-28 (Ad, 16% depth).",1
1109,8,Salty Snacks,83,India - Tier 2/3,2025-12-28,promo_launch,19.9,"Meadow Crisps launched a promo at Neighborhood Wholesale #2 (Tier 2/3) the week of 2025-12-28 (Display, 20% depth).",1
1110,20,Sparkling Water,57,India - Metro,2025-12-28,promo_launch,9.1,"Heritage Springs launched a promo at Local Trade Collective (Metro) the week of 2025-12-28 (TPR, 9% depth).",1
1111,67,Dairy,182,SEA - Indonesia,2025-12-28,promo_launch,14.8,"Golden Milk Co launched a promo at MetroBazaar (Indonesia) the week of 2025-12-28 (TPR, 15% depth).",1
1112,66,Home Care,71,India - Tier 2/3,2025-12-28,promo_launch,45.5,"Golden Household launched a promo at UrbanPantry (Tier 2/3) the week of 2025-12-28 (BOGO, 46% depth).",1
1113,84,Confectionery,192,SEA - Indonesia,2025-12-28,promo_launch,48.5,"Everyday Treats launched a promo at FlashCart (Indonesia) the week of 2025-12-28 (BOGO, 48% depth).",1
1114,20,Sparkling Water,52,India - Metro,2025-12-28,promo_launch,17.0,"Heritage Springs launched a promo at NimbleMart (Metro) the week of 2025-12-28 (Display, 17% depth).",1
1115,8,Salty Snacks,77,India - Tier 2/3,2025-12-28,promo_launch,18.0,"Meadow Crisps launched a promo at Community Retail Co-op (Tier 2/3) the week of 2025-12-28 (Ad, 18% depth).",1
1116,84,Confectionery,188,SEA - Indonesia,2025-12-28,promo_launch,49.1,"Everyday Treats launched a promo at ZipCart (Indonesia) the week of 2025-12-28 (BOGO, 49% depth).",1
1117,66,Home Care,81,India - Tier 2/3,2025-12-28,promo_launch,14.6,"Golden Household launched a promo at Local Trade Collective #2 (Tier 2/3) the week of 2025-12-28 (TPR, 15% depth).",1
1118,84,Confectionery,189,SEA - Indonesia,2025-12-28,promo_launch,14.3,"Everyday Treats launched a promo at DashKart (Indonesia) the week of 2025-12-28 (TPR, 14% depth).",1
1119,67,Dairy,187,SEA - Indonesia,2025-12-28,promo_launch,48.1,"Golden Milk Co launched a promo at QuickDash (Indonesia) the week of 2025-12-28 (BOGO, 48% depth).",1
1120,8,Salty Snacks,79,India - Tier 2/3,2025-12-28,promo_launch,10.8,"Meadow Crisps launched a promo at MarketLink GT (Tier 2/3) the week of 2025-12-28 (Display, 11% depth).",1
1121,66,Home Care,88,India - Tier 2/3,2025-12-28,promo_launch,6.8,"Golden Household launched a promo at Sundry Traders Network #2 (Tier 2/3) the week of 2025-12-28 (TPR, 7% depth).",1
1122,67,Dairy,184,SEA - Indonesia,2025-12-28,promo_launch,8.8,"Golden Milk Co launched a promo at PrimeGrocer (Indonesia) the week of 2025-12-28 (TPR, 9% depth).",1
1123,20,Sparkling Water,57,India - Metro,2025-12-28,promo_launch,10.3,"Heritage Springs launched a promo at Local Trade Collective (Metro) the week of 2025-12-28 (Display, 10% depth).",1
1124,8,Salty Snacks,82,India - Tier 2/3,2025-12-28,promo_launch,17.5,"Meadow Crisps launched a promo at ValueTrade GT #2 (Tier 2/3) the week of 2025-12-28 (Ad, 18% depth).",1
1125,84,Confectionery,192,SEA - Indonesia,2025-12-28,promo_launch,10.4,"Everyday Treats launched a promo at FlashCart (Indonesia) the week of 2025-12-28 (TPR, 10% depth).",1
1126,8,Salty Snacks,83,India - Tier 2/3,2025-12-28,promo_launch,7.3,"Meadow Crisps launched a promo at Neighborhood Wholesale #2 (Tier 2/3) the week of 2025-12-28 (TPR, 7% depth).",1
1127,84,Confectionery,181,SEA - Indonesia,2025-12-28,promo_launch,16.4,"Everyday Treats launched a promo at FreshMart (Indonesia) the week of 2025-12-28 (Display, 16% depth).",1
1128,20,Sparkling Water,61,India - Metro,2025-12-28,promo_launch,13.5,"Heritage Springs launched a promo at Community Retail Co-op (Metro) the week of 2025-12-28 (TPR, 14% depth).",1
1129,20,Sparkling Water,49,India - Metro,2025-12-28,promo_launch,46.0,"Heritage Springs launched a promo at SwiftBasket (Metro) the week of 2025-12-28 (BOGO, 46% depth).",1
1130,107,Baby Care,196,SEA - Indonesia,2025-12-28,promo_launch,47.8,"Spring Tiny Care launched a promo at Corner Store Network (Indonesia) the week of 2025-12-28 (BOGO, 48% depth).",1
1131,67,Dairy,195,SEA - Indonesia,2025-12-28,promo_launch,17.1,"Golden Milk Co launched a promo at Neighborhood Wholesale (Indonesia) the week of 2025-12-28 (Display, 17% depth).",1
1132,8,Salty Snacks,65,India - Tier 2/3,2025-12-28,promo_launch,45.3,"Meadow Crisps launched a promo at FreshMart (Tier 2/3) the week of 2025-12-28 (BOGO, 45% depth).",1
1133,67,Dairy,186,SEA - Indonesia,2025-12-28,promo_launch,16.0,"Golden Milk Co launched a promo at SunriseMart (Indonesia) the week of 2025-12-28 (Display, 16% depth).",1
1134,67,Dairy,189,SEA - Indonesia,2025-12-28,promo_launch,16.1,"Golden Milk Co launched a promo at DashKart (Indonesia) the week of 2025-12-28 (Display, 16% depth).",1
1135,20,Sparkling Water,45,India - Metro,2025-12-28,promo_launch,45.2,"Heritage Springs launched a promo at ExpressStop (Metro) the week of 2025-12-28 (BOGO, 45% depth).",1
1136,67,Dairy,193,SEA - Indonesia,2025-12-28,promo_launch,11.4,"Golden Milk Co launched a promo at Local Trade Collective (Indonesia) the week of 2025-12-28 (TPR, 11% depth).",1
1137,84,Confectionery,195,SEA - Indonesia,2025-12-28,promo_launch,10.9,"Everyday Treats launched a promo at Neighborhood Wholesale (Indonesia) the week of 2025-12-28 (Display, 11% depth).",1
1138,67,Dairy,200,SEA - Indonesia,2025-12-28,promo_launch,14.0,"Golden Milk Co launched a promo at Sundry Traders Network (Indonesia) the week of 2025-12-28 (TPR, 14% depth).",1
1139,109,Baby Care,133,Gulf - Qatar,2025-12-28,promo_launch,23.8,"Silver Little Ones launched a promo at ZipCart (Qatar) the week of 2025-12-28 (Ad, 24% depth).",1
1140,20,Sparkling Water,48,India - Metro,2025-12-28,promo_launch,6.8,"Heritage Springs launched a promo at DashKart (Metro) the week of 2025-12-28 (TPR, 7% depth).",1
1141,20,Sparkling Water,47,India - Metro,2025-12-28,promo_launch,10.4,"Heritage Springs launched a promo at ZipCart (Metro) the week of 2025-12-28 (TPR, 10% depth).",1
1142,84,Confectionery,186,SEA - Indonesia,2025-12-28,promo_launch,10.3,"Everyday Treats launched a promo at SunriseMart (Indonesia) the week of 2025-12-28 (Display, 10% depth).",1
1143,20,Sparkling Water,44,India - Metro,2025-12-28,promo_launch,48.8,"Heritage Springs launched a promo at GoStop (Metro) the week of 2025-12-28 (BOGO, 49% depth).",1
1144,67,Dairy,189,SEA - Indonesia,2025-12-28,promo_launch,12.3,"Golden Milk Co launched a promo at DashKart (Indonesia) the week of 2025-12-28 (Display, 12% depth).",1
1145,97,Breakfast & Cereal,151,SEA - Malaysia,2025-12-28,promo_launch,10.8,"Royal Breakfast Co launched a promo at SwiftBasket (Malaysia) the week of 2025-12-28 (Display, 11% depth).",1
1146,8,Salty Snacks,75,India - Tier 2/3,2025-12-28,promo_launch,17.1,"Meadow Crisps launched a promo at Neighborhood Wholesale (Tier 2/3) the week of 2025-12-28 (Display, 17% depth).",1
1147,20,Sparkling Water,38,India - Metro,2025-12-28,promo_launch,21.8,"Heritage Springs launched a promo at GreenAisle (Metro) the week of 2025-12-28 (Ad, 22% depth).",1
1148,20,Sparkling Water,37,India - Metro,2025-12-28,promo_launch,14.2,"Heritage Springs launched a promo at MetroBazaar (Metro) the week of 2025-12-28 (Display, 14% depth).",1
1149,107,Baby Care,186,SEA - Indonesia,2025-12-28,promo_launch,13.9,"Spring Tiny Care launched a promo at SunriseMart (Indonesia) the week of 2025-12-28 (TPR, 14% depth).",1
1150,20,Sparkling Water,64,India - Metro,2025-12-28,promo_launch,23.0,"Heritage Springs launched a promo at Sundry Traders Network (Metro) the week of 2025-12-28 (Ad, 23% depth).",1
1151,20,Sparkling Water,41,India - Metro,2025-12-28,promo_launch,49.9,"Heritage Springs launched a promo at SunriseMart (Metro) the week of 2025-12-28 (BOGO, 50% depth).",1
1152,20,Sparkling Water,63,India - Metro,2025-12-28,promo_launch,6.2,"Heritage Springs launched a promo at MarketLink GT (Metro) the week of 2025-12-28 (TPR, 6% depth).",1
1153,84,Confectionery,200,SEA - Indonesia,2025-12-28,promo_launch,11.9,"Everyday Treats launched a promo at Sundry Traders Network (Indonesia) the week of 2025-12-28 (Display, 12% depth).",1
1154,20,Sparkling Water,56,India - Metro,2025-12-28,promo_launch,19.4,"Heritage Springs launched a promo at QuickDash #2 (Metro) the week of 2025-12-28 (Ad, 19% depth).",1
1155,8,Salty Snacks,71,India - Tier 2/3,2025-12-28,promo_launch,9.9,"Meadow Crisps launched a promo at UrbanPantry (Tier 2/3) the week of 2025-12-28 (TPR, 10% depth).",1
1156,8,Salty Snacks,72,India - Tier 2/3,2025-12-28,promo_launch,13.5,"Meadow Crisps launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (TPR, 14% depth).",1
1157,67,Dairy,196,SEA - Indonesia,2025-12-28,promo_launch,22.3,"Golden Milk Co launched a promo at Corner Store Network (Indonesia) the week of 2025-12-28 (Ad, 22% depth).",1
1158,8,Salty Snacks,66,India - Tier 2/3,2025-12-28,promo_launch,45.9,"Meadow Crisps launched a promo at MetroBazaar (Tier 2/3) the week of 2025-12-28 (BOGO, 46% depth).",1
1159,64,Home Care,7,North America,2025-12-28,promo_launch,14.4,"Blue Shine launched a promo at UrbanPantry the week of 2025-12-28 (TPR, 14% depth).",1
1160,21,Sparkling Water,42,India - Metro,2025-12-28,promo_launch,13.9,"Golden Fizz launched a promo at QuickStop (Metro) the week of 2025-12-28 (TPR, 14% depth).",1
1161,85,Confectionery,77,India - Tier 2/3,2025-12-28,promo_launch,6.0,"Heritage Treats launched a promo at Community Retail Co-op (Tier 2/3) the week of 2025-12-28 (TPR, 6% depth).",1
1162,21,Sparkling Water,57,India - Metro,2025-12-28,promo_launch,17.6,"Golden Fizz launched a promo at Local Trade Collective (Metro) the week of 2025-12-28 (Display, 18% depth).",1
1163,69,Dairy,148,SEA - Malaysia,2025-12-28,promo_launch,48.3,"Everyday Milk Co launched a promo at QuickDash (Malaysia) the week of 2025-12-28 (BOGO, 48% depth).",1
1164,64,Home Care,7,North America,2025-12-28,promo_launch,46.1,"Blue Shine launched a promo at UrbanPantry the week of 2025-12-28 (BOGO, 46% depth).",1
1165,21,Sparkling Water,47,India - Metro,2025-12-28,promo_launch,10.5,"Golden Fizz launched a promo at ZipCart (Metro) the week of 2025-12-28 (Display, 10% depth).",1
1166,99,Breakfast & Cereal,106,Gulf - UAE,2025-12-28,promo_launch,9.4,"Fresh Cereal Co launched a promo at NimbleMart (UAE) the week of 2025-12-28 (TPR, 9% depth).",1
1167,21,Sparkling Water,45,India - Metro,2025-12-28,promo_launch,14.5,"Golden Fizz launched a promo at ExpressStop (Metro) the week of 2025-12-28 (Display, 14% depth).",1
1168,85,Confectionery,72,India - Tier 2/3,2025-12-28,promo_launch,5.4,"Heritage Treats launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (TPR, 5% depth).",1
1169,69,Dairy,144,SEA - Malaysia,2025-12-28,promo_launch,10.5,"Everyday Milk Co launched a promo at GreenAisle (Malaysia) the week of 2025-12-28 (Display, 10% depth).",1
1170,107,Baby Care,198,SEA - Indonesia,2025-12-28,promo_launch,15.8,"Spring Tiny Care launched a promo at Bazaar Wholesale (Indonesia) the week of 2025-12-28 (Display, 16% depth).",1
1171,68,Dairy,190,SEA - Indonesia,2025-12-28,promo_launch,13.8,"Cloud Dairy launched a promo at SwiftBasket (Indonesia) the week of 2025-12-28 (TPR, 14% depth).",1
1172,21,Sparkling Water,41,India - Metro,2025-12-28,promo_launch,49.5,"Golden Fizz launched a promo at SunriseMart (Metro) the week of 2025-12-28 (BOGO, 50% depth).",1
1173,21,Sparkling Water,40,India - Metro,2025-12-28,promo_launch,15.8,"Golden Fizz launched a promo at DailyBasket (Metro) the week of 2025-12-28 (Ad, 16% depth).",1
1174,21,Sparkling Water,38,India - Metro,2025-12-28,promo_launch,48.8,"Golden Fizz launched a promo at GreenAisle (Metro) the week of 2025-12-28 (BOGO, 49% depth).",1
1175,85,Confectionery,69,India - Tier 2/3,2025-12-28,promo_launch,20.6,"Heritage Treats launched a promo at DailyBasket (Tier 2/3) the week of 2025-12-28 (Ad, 21% depth).",1
1176,64,Home Care,1,North America,2025-12-28,promo_launch,25.0,"Blue Shine launched a promo at FreshMart the week of 2025-12-28 (Ad, 25% depth).",1
1177,85,Confectionery,65,India - Tier 2/3,2025-12-28,promo_launch,49.8,"Heritage Treats launched a promo at FreshMart (Tier 2/3) the week of 2025-12-28 (BOGO, 50% depth).",1
